,1st_flr_sf,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,exter_qual,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,overall_qual,roof_style,saleprice,total_bsmt_sf,wood_deck_sf,porch,pool,age_sold,remodelled,exterior
475,600,No,0.0,4,1,4,0,0,PConc,2,480.0,RFn,Detchd,2004.0,1200,1,5,2Story,97,4,3182,Inside,30.0,0,0.0,None,160,FV,Somerst,7,Gable,151000,600.0,0,1,0,6,1,metal
476,765,No,1.0,3,5,3,0,0,CBlock,1,440.0,Unf,Detchd,1971.0,1365,1,5,2Story,1680,3,1920,Inside,24.0,0,376.0,BrkFace,160,RM,BrDale,5,Gable,122500,765.0,240,1,0,36,0,wood
477,835,Mn,1.0,4,6,4,0,0,PConc,2,542.0,RFn,Attchd,2003.0,1696,1,5,2Story,1133,4,10110,Inside,68.0,0,0.0,None,60,RL,SawyerW,6,Gable,188000,835.0,143,1,0,5,0,vinyl
478,945,Gd,0.0,4,1,4,0,0,PConc,2,638.0,RFn,Attchd,2005.0,1809,1,5,2Story,2761,4,10984,Corner,91.0,1,0.0,None,60,RL,CollgCr,7,Gable,209700,945.0,144,1,0,1,1,vinyl
479,2234,Gd,1.0,5,6,4,4,1,PConc,1,724.0,RFn,Attchd,2006.0,2234,1,5,1Story,1642,4,14082,Inside,85.0,1,945.0,BrkFace,20,RL,StoneBr,8,Hip,441929,2220.0,390,1,0,1,0,vinyl
480,886,No,0.0,4,6,4,0,0,PConc,2,474.0,RFn,Attchd,1993.0,1680,1,5,2Story,1141,4,8480,Inside,50.0,1,120.0,BrkFace,60,RL,SawyerW,6,Gable,163000,886.0,144,1,0,15,1,wood
481,976,Gd,0.0,3,2,3,0,0,CBlock,2,444.0,Fin,Attchd,1966.0,2087,1,4,2Story,2118,4,12205,Inside,68.0,1,157.0,BrkFace,60,RL,ClearCr,6,Gable,187500,832.0,133,1,0,41,1,wood
482,1513,Gd,1.0,4,6,4,3,1,PConc,2,521.0,Fin,Attchd,1999.0,1513,0,5,1Story,870,4,15750,FR3,90.0,0,260.0,BrkFace,20,RL,CollgCr,8,Gable,220000,1462.0,135,1,0,10,1,vinyl
483,1107,No,1.0,3,5,3,0,0,CBlock,1,308.0,RFn,Attchd,1967.0,1107,0,3,1Story,1875,4,8050,Inside,70.0,0,0.0,None,20,RL,NAmes,5,Gable,127000,949.0,88,1,0,40,1,metal
484,827,None,0.0,0,0,3,1,1,Slab,1,392.0,Unf,Detchd,1967.0,827,0,5,1Story,155,3,7200,Inside,60.0,0,0.0,None,20,RL,NAmes,5,Gable,107500,0.0,0,0,0,55,1,vinyl
485,742,No,0.0,3,1,3,4,1,CBlock,2,0.0,None,None,0.0,1484,0,5,2.5Unf,1318,3,6300,Inside,35.0,0,0.0,None,75,RM,OldTown,6,Gable,128000,742.0,0,1,0,94,1,wood
486,764,No,0.0,2,1,3,0,0,BrkTil,1,504.0,Unf,Detchd,1965.0,764,0,4,1Story,1285,3,5232,Inside,30.0,3,0.0,None,30,RM,OldTown,5,Gable,73000,680.0,0,0,0,83,1,wood
487,1792,Gd,1.0,5,6,4,4,1,PConc,2,874.0,Fin,Attchd,2003.0,1792,0,5,1Story,2400,5,11846,Inside,72.0,1,562.0,BrkFace,20,RL,NridgHt,9,Hip,374000,1792.0,206,1,0,3,1,vinyl
488,1515,Mn,1.0,5,6,4,3,1,PConc,2,746.0,Fin,Attchd,2001.0,2649,1,5,2Story,1068,4,16900,Inside,130.0,0,1110.0,BrkFace,60,RL,NridgHt,8,Gable,421250,1479.0,0,1,0,7,1,vinyl
489,808,No,0.0,4,1,3,3,1,PConc,2,389.0,RFn,BuiltIn,1993.0,1593,1,4,2Story,361,3,9636,Corner,68.0,1,0.0,None,60,RL,Gilbert,6,Gable,178000,808.0,342,1,0,17,1,vinyl
490,1181,Av,1.0,4,4,3,0,0,CBlock,2,588.0,RFn,Detchd,1974.0,1181,0,3,SFoyer,1493,3,10012,Inside,90.0,0,0.0,None,85,RL,Edwards,4,Gable,137500,1138.0,0,1,0,36,0,wood
491,1987,Gd,1.0,4,6,4,3,1,PConc,2,691.0,Fin,Attchd,1994.0,1987,0,5,1Story,1110,4,14303,Corner,91.0,1,554.0,BrkFace,20,RL,NoRidge,8,Hip,301500,1986.0,262,1,0,14,0,wood
492,647,No,0.0,3,1,3,4,1,BrkTil,1,180.0,Unf,Detchd,1926.0,1242,1,4,2Story,911,3,5707,Inside,43.0,0,0.0,None,70,RL,SWISU,6,Gable,105000,583.0,329,1,0,74,1,wood
493,976,Av,1.0,3,5,3,2,1,CBlock,1,504.0,RFn,Attchd,1968.0,976,0,3,1Story,2535,4,9360,Inside,78.0,0,203.0,BrkFace,20,RL,NAmes,6,Hip,157500,976.0,94,0,0,38,1,wood
494,969,No,0.0,3,1,3,0,0,CBlock,1,216.0,Unf,Detchd,1920.0,1214,0,3,1.5Fin,2030,3,5680,Inside,40.0,0,0.0,None,50,RM,OldTown,5,Gable,117000,969.0,0,1,0,106,1,cemt_agg
495,864,No,0.0,3,4,3,0,0,CBlock,1,336.0,Unf,Attchd,1962.0,864,0,4,1Story,2634,3,7000,Inside,70.0,0,0.0,None,20,RL,NAmes,5,Gable,105000,864.0,0,0,0,44,0,wood
496,1166,No,0.0,3,1,3,0,0,BrkTil,1,240.0,Unf,Detchd,1936.0,1639,0,5,1.5Fin,1530,3,10480,Inside,51.0,0,0.0,None,50,RL,SWISU,6,Gable,115000,1064.0,0,0,0,72,1,metal
497,1736,No,0.0,5,1,5,4,1,PConc,2,834.0,RFn,Attchd,2008.0,1736,0,5,1Story,435,5,11578,Inside,95.0,0,302.0,Stone,20,RL,NridgHt,9,Gable,360000,1736.0,319,1,0,1,0,vinyl
498,1535,None,0.0,0,0,3,0,0,Slab,2,400.0,Unf,Attchd,1979.0,1535,0,3,1Story,812,3,7018,Inside,64.0,0,0.0,None,90,RL,SawyerW,5,Gable,118858,0.0,0,0,0,30,0,wood
499,800,No,0.0,3,6,3,0,0,CBlock,1,484.0,Unf,Attchd,1966.0,1632,1,4,2Story,1202,4,9130,Inside,68.0,0,252.0,BrkFace,60,RL,NWAmes,6,Hip,173000,800.0,0,1,0,42,1,wood
500,725,No,0.0,3,1,3,0,0,BrkTil,1,320.0,Unf,Detchd,1959.0,725,1,3,1Story,666,3,10800,Corner,60.0,0,0.0,None,30,RL,OldTown,3,Gable,78500,630.0,0,1,0,119,1,vinyl
501,840,No,0.0,4,1,4,4,1,PConc,2,440.0,Fin,Attchd,2004.0,1720,1,5,2Story,1751,4,8244,Inside,62.0,1,0.0,None,60,RL,Gilbert,7,Gable,183500,840.0,100,1,0,3,0,vinyl
502,936,No,0.0,2,1,2,0,0,CBlock,1,576.0,Unf,Detchd,1974.0,936,0,3,1Story,705,3,6000,Inside,60.0,0,0.0,None,20,RM,OldTown,4,Gable,93000,936.0,0,1,0,56,0,metal
503,1589,Gd,1.0,4,6,4,3,1,PConc,2,630.0,Fin,Attchd,2003.0,1589,0,5,1Story,1744,4,3621,Inside,68.0,0,72.0,BrkFace,120,RL,Blmngtn,8,Hip,226500,1406.0,143,1,0,4,0,vinyl
504,799,No,0.0,4,1,4,3,1,PConc,2,380.0,RFn,Attchd,1993.0,1571,1,4,2Story,357,3,7837,Inside,59.0,1,0.0,None,60,RL,Gilbert,6,Gable,178000,799.0,0,1,0,16,1,vinyl
505,1479,Av,1.0,4,6,4,0,0,PConc,2,558.0,RFn,Attchd,2003.0,1479,0,5,1Story,2133,4,10665,Inside,72.0,1,167.0,BrkFace,20,RL,CollgCr,7,Gable,226000,1453.0,144,1,0,4,0,vinyl
506,784,Gd,0.0,3,4,4,3,1,CBlock,1,898.0,RFn,Attchd,1969.0,1632,1,5,2Story,989,3,10457,Inside,70.0,1,178.0,BrkFace,60,RL,Mitchel,5,Gable,173000,784.0,0,1,0,40,0,vinyl
507,864,No,0.0,3,3,3,1,1,CBlock,1,360.0,Unf,Detchd,1965.0,864,0,4,1Story,562,3,8281,Inside,60.0,1,0.0,None,20,RL,Sawyer,5,Gable,62383,864.0,0,1,0,44,0,metal
508,1476,Av,1.0,5,6,5,4,1,PConc,2,858.0,Fin,Attchd,2008.0,2713,1,5,2Story,1054,5,14948,Inside,67.0,1,268.0,Stone,60,RL,NridgHt,9,Hip,446261,1452.0,126,1,0,0,0,vinyl
509,743,No,1.0,3,5,3,4,2,BrkTil,1,312.0,Unf,Detchd,1926.0,1479,0,5,2Story,2850,4,7000,Inside,43.0,0,0.0,None,70,RL,SWISU,7,Gable,160000,624.0,530,1,0,80,1,wood
510,1576,No,1.0,4,6,4,3,1,PConc,2,668.0,RFn,Attchd,2004.0,1576,0,5,1Story,1082,4,3940,Inside,68.0,0,24.0,BrkFace,120,RM,Blmngtn,7,Hip,219990,1393.0,143,1,0,4,0,vinyl
511,1479,No,0.0,4,1,4,0,0,PConc,2,577.0,RFn,Attchd,1999.0,1479,0,5,1Story,1440,4,9382,CulDSac,93.0,1,125.0,BrkFace,20,RL,CollgCr,7,Gable,191000,1468.0,120,1,0,9,1,vinyl
512,916,No,1.0,3,2,3,4,1,PConc,1,308.0,Unf,Detchd,1969.0,1060,0,3,1Story,2006,3,6854,Inside,55.0,0,0.0,None,40,RL,BrkSide,5,Gable,136500,756.0,0,1,0,82,1,metal
513,943,None,0.0,0,0,3,0,0,Slab,1,308.0,Unf,Detchd,1958.0,943,0,3,1Story,2082,4,11515,CulDSac,68.0,1,0.0,None,30,RL,Edwards,4,Gable,80000,0.0,0,1,0,49,1,wood
514,1377,No,0.0,4,6,4,0,0,PConc,2,786.0,Unf,Attchd,1988.0,2183,1,4,1.5Fin,2344,4,13837,Corner,68.0,1,178.0,BrkFace,50,RL,NWAmes,7,Gable,229000,1204.0,0,0,0,18,0,wood
515,1062,No,1.0,4,6,4,3,1,PConc,2,574.0,Fin,Attchd,1993.0,1949,1,5,2Story,248,4,9938,Inside,80.0,0,246.0,BrkFace,60,RL,SawyerW,7,Gable,236000,1050.0,156,1,0,17,1,metal
516,1824,Gd,0.0,5,1,5,4,1,PConc,2,932.0,Fin,Attchd,2006.0,1824,0,5,1Story,2276,5,12633,Inside,85.0,1,242.0,BrkFace,20,RL,Timber,10,Hip,392000,1824.0,160,1,0,1,1,metal
517,1146,No,1.0,3,4,3,0,0,CBlock,2,316.0,Unf,Attchd,1927.0,1930,0,2,2Story,755,3,6876,Inside,57.0,0,0.0,None,70,RM,IDOTRR,6,Gable,149000,720.0,0,1,0,82,1,wood
518,1469,Mn,1.0,4,4,5,3,1,PConc,2,846.0,Fin,Attchd,1998.0,2393,1,5,2Story,1178,5,3951,Inside,36.0,1,0.0,None,160,FV,Somerst,10,Gable,345000,970.0,0,1,0,10,1,brick
519,1007,No,0.0,2,1,4,0,0,PConc,2,624.0,Unf,Detchd,1900.0,2014,0,5,2Story,2636,3,9856,Corner,62.0,0,0.0,None,70,RM,OldTown,5,Hip,169000,716.0,0,1,0,106,1,cemt_agg
520,1242,No,0.0,3,1,3,0,0,CBlock,1,336.0,Unf,Attchd,1946.0,1242,0,3,1Story,2077,3,17808,Inside,84.0,0,0.0,None,20,RL,Edwards,4,Gable,109900,484.0,0,0,0,61,1,wood
521,996,Av,0.0,4,2,3,3,1,PConc,2,650.0,Fin,Attchd,1993.0,2000,1,5,2Story,2930,3,9627,Inside,74.0,0,94.0,BrkFace,60,RL,Mitchel,7,Gable,188000,996.0,190,1,0,13,1,wood
522,825,No,0.0,3,1,3,4,1,CBlock,1,280.0,Unf,Detchd,1939.0,1412,0,5,1.5Fin,737,3,6000,Inside,50.0,0,0.0,None,50,RM,BrkSide,6,Gable,132500,780.0,45,0,0,70,1,metal
523,990,No,1.0,3,5,3,0,0,PConc,1,440.0,RFn,Attchd,1995.0,990,0,5,1Story,837,3,9757,Inside,65.0,0,0.0,None,20,RL,CollgCr,5,Gable,143000,990.0,66,1,0,15,0,vinyl
524,1342,No,1.0,2,5,3,0,0,CBlock,1,256.0,Unf,Detchd,1951.0,1342,0,5,1Story,2086,3,9280,Inside,58.0,0,0.0,None,20,RL,Edwards,5,Gable,125000,1342.0,0,0,0,56,0,wood
525,1868,Gd,1.0,5,6,5,4,1,PConc,2,1085.0,Fin,Attchd,2005.0,1868,0,5,1Story,2385,5,14780,Corner,120.0,1,568.0,BrkFace,20,RL,NridgHt,9,Hip,415000,1868.0,354,1,0,1,0,vinyl
526,741,No,0.0,2,1,3,0,0,CBlock,1,528.0,Unf,Detchd,1966.0,1363,0,4,2Story,189,3,7740,Inside,60.0,0,0.0,None,70,RM,OldTown,4,Gable,125500,622.0,0,1,0,100,1,vinyl
527,1632,No,1.0,3,3,3,4,1,CBlock,2,338.0,RFn,Attchd,1958.0,1632,0,4,1Story,635,3,9600,Inside,80.0,0,183.0,BrkCmn,20,RL,NAmes,6,Hip,139000,1240.0,289,0,0,51,1,wood
528,1728,Gd,1.0,5,6,5,4,1,PConc,2,842.0,RFn,BuiltIn,2008.0,2296,1,5,2Story,432,5,13478,Corner,97.0,1,420.0,Stone,60,RL,NridgHt,10,Gable,451950,1722.0,382,1,0,1,0,cemt_agg
529,1678,No,0.0,3,1,3,0,0,CBlock,2,0.0,None,None,0.0,1678,0,3,1Story,900,3,10926,Inside,65.0,0,74.0,BrkFace,90,RL,Edwards,5,Hip,119900,1678.0,0,0,0,50,0,vinyl
530,1296,No,1.0,5,6,4,0,0,PConc,2,471.0,Fin,Attchd,2001.0,1296,0,5,1Story,966,4,6853,Inside,68.0,1,136.0,BrkFace,20,RL,Timber,8,Gable,220000,1267.0,192,1,0,8,1,vinyl
531,1587,No,0.0,3,4,3,4,1,CBlock,2,525.0,Unf,Attchd,1971.0,1587,0,3,1Story,1612,3,10667,Inside,85.0,0,302.0,BrkFace,20,RL,NAmes,6,Gable,167300,1587.0,0,1,0,36,0,metal
532,854,No,0.0,3,3,3,4,2,CBlock,1,256.0,Unf,Detchd,1940.0,1298,0,5,1.5Fin,904,3,8212,Inside,45.0,0,0.0,None,50,RL,Edwards,5,Gable,122000,720.0,84,0,0,68,1,wood
533,1728,No,1.0,3,3,3,0,0,CBlock,2,504.0,Unf,Detchd,1963.0,1728,0,3,1Story,2487,3,9100,Inside,70.0,0,336.0,BrkFace,90,RM,Sawyer,5,Gable,125000,1728.0,0,0,0,43,0,wood
534,928,No,0.0,3,3,3,0,0,CBlock,1,288.0,Fin,Attchd,1957.0,928,0,4,1Story,1304,3,6000,Inside,50.0,0,0.0,None,20,RM,OldTown,5,Hip,112500,928.0,0,0,0,51,0,brick
535,879,Gd,0.0,4,1,4,0,0,PConc,2,578.0,RFn,Attchd,2005.0,1795,1,5,2Story,2112,4,9316,Inside,78.0,0,0.0,None,60,RL,CollgCr,7,Gable,191000,879.0,164,1,0,2,1,vinyl
536,1080,No,0.0,3,4,3,0,0,CBlock,1,288.0,Unf,Attchd,1958.0,1080,0,4,1Story,1244,3,9464,Corner,75.0,0,135.0,BrkFace,20,RL,NAmes,6,Hip,136000,1080.0,0,1,0,50,0,metal
537,866,Av,0.0,4,1,3,0,0,PConc,2,546.0,RFn,Attchd,1998.0,1779,1,5,2Story,843,4,10400,Corner,80.0,0,0.0,None,60,RL,CollgCr,7,Gable,197900,866.0,198,1,0,11,0,vinyl
538,1001,No,0.0,3,1,3,0,0,CBlock,1,255.0,Unf,Attchd,1950.0,1635,0,4,1.5Fin,2689,4,5310,Corner,59.0,0,0.0,None,50,RM,OldTown,6,Hip,117000,485.0,394,0,0,96,1,vinyl
539,1220,Av,1.0,4,6,4,0,0,PConc,2,632.0,RFn,Attchd,2006.0,1220,0,5,1Story,2753,4,7406,Inside,64.0,0,84.0,Stone,20,RL,CollgCr,7,Gable,194000,1199.0,105,1,0,0,0,vinyl
540,1310,Av,1.0,5,6,4,3,1,PConc,1,545.0,RFn,Attchd,2001.0,1310,1,5,1Story,1169,4,4538,Inside,68.0,1,179.0,BrkFace,120,FV,Somerst,9,Gable,285000,1310.0,277,1,0,7,0,vinyl
541,808,No,1.0,3,5,3,0,0,BrkTil,2,0.0,None,None,0.0,1355,0,4,1.5Fin,1376,3,10106,Inside,62.0,0,0.0,None,190,RL,Edwards,5,Gable,127500,644.0,140,0,0,68,1,wood
542,1166,No,1.0,4,6,4,3,1,PConc,2,590.0,RFn,Attchd,1992.0,2295,1,5,2Story,2503,4,13346,CulDSac,68.0,1,0.0,None,60,RL,NoRidge,7,Gable,268000,1095.0,0,1,0,14,1,wood
543,1156,No,0.0,3,1,3,0,0,PConc,2,342.0,Unf,Detchd,1935.0,1798,1,5,2Story,1987,3,9639,Inside,57.0,0,0.0,None,70,RM,OldTown,4,Gable,137000,1075.0,0,1,0,107,1,metal
544,1620,No,0.0,3,5,3,4,1,CBlock,2,578.0,Unf,Attchd,1967.0,1620,0,5,1Story,1190,4,15387,CulDSac,68.0,1,0.0,None,20,RL,NWAmes,7,Gable,215000,1620.0,0,1,0,41,0,wood
545,1216,No,1.0,3,3,3,0,0,CBlock,1,336.0,RFn,Attchd,1955.0,1216,0,3,1Story,1930,3,10050,Inside,75.0,0,0.0,None,20,RL,NAmes,5,Hip,129500,1216.0,0,0,0,52,0,metal
546,896,No,0.0,4,1,3,0,0,BrkTil,1,240.0,Unf,Detchd,1936.0,1344,0,4,1.5Fin,2677,3,6240,Inside,68.0,0,0.0,None,50,RM,BrkSide,5,Gable,115000,896.0,200,1,0,70,1,metal
547,747,No,0.0,3,1,3,0,0,PConc,1,288.0,Unf,Detchd,1932.0,1159,0,3,1.5Fin,1256,3,7506,Corner,45.0,0,0.0,None,50,RL,OldTown,5,Gable,114000,747.0,84,1,0,83,1,vinyl
548,1056,No,1.0,3,3,3,0,0,CBlock,1,384.0,Unf,Detchd,1966.0,1056,0,3,1Story,2484,3,8900,Inside,68.0,0,0.0,None,20,RH,SawyerW,4,Gable,107000,1056.0,0,1,0,40,0,wood
549,832,No,0.0,3,3,3,0,0,CBlock,1,336.0,Unf,Detchd,1947.0,1216,0,3,1.5Fin,1253,3,8480,Inside,80.0,0,0.0,None,50,RL,NAmes,5,Gable,118500,832.0,158,1,0,61,1,metal
550,950,No,0.0,3,1,3,4,1,BrkTil,1,208.0,RFn,BuiltIn,1929.0,1158,0,3,1.5Fin,1337,3,6000,Corner,50.0,0,0.0,None,50,RM,BrkSide,6,Gable,120000,862.0,0,1,0,79,1,wood
551,1538,Av,1.0,4,6,4,0,0,PConc,2,484.0,RFn,Attchd,2005.0,1538,0,5,1Story,1788,4,8847,Inside,74.0,0,148.0,BrkFace,20,RL,Somerst,8,Gable,260000,1538.0,146,1,0,2,0,vinyl
552,1143,No,1.0,3,4,3,0,0,CBlock,1,308.0,RFn,Attchd,1959.0,1143,0,3,1Story,141,3,8050,Inside,68.0,1,150.0,BrkFace,20,RL,NAmes,5,Hip,136000,1143.0,0,0,0,51,0,metal
553,872,No,0.0,3,1,3,0,0,CBlock,1,480.0,Unf,Detchd,1974.0,872,0,3,1Story,1669,3,8294,Inside,70.0,0,0.0,None,20,RL,NAmes,4,Gable,123000,858.0,0,0,0,36,0,metal
554,1035,No,0.0,3,1,3,0,0,CBlock,1,0.0,None,None,0.0,1406,0,3,1.5Fin,1366,2,7920,Inside,68.0,1,0.0,None,50,RM,IDOTRR,6,Gable,89500,319.0,0,1,0,88,1,metal
555,1324,No,0.0,4,1,4,0,0,PConc,2,430.0,Fin,Attchd,2005.0,1324,0,5,1Story,52,4,18494,Corner,100.0,1,0.0,None,20,RL,Gilbert,6,Gable,199500,1324.0,36,1,0,5,0,vinyl
556,904,No,0.0,3,1,3,0,0,PConc,1,408.0,Unf,Attchd,1966.0,904,0,3,1Story,1380,3,7162,Inside,68.0,1,41.0,BrkCmn,20,RL,Sawyer,5,Gable,109900,876.0,0,0,0,42,0,wood
557,1276,No,0.0,4,1,4,4,2,BrkTil,1,282.0,Unf,Detchd,1926.0,2080,1,5,2Story,919,4,10918,Inside,53.0,0,0.0,None,70,RL,Crawfor,7,Gambrel,234000,1276.0,0,1,0,83,1,metal
558,848,Mn,1.0,4,6,4,4,1,PConc,1,420.0,RFn,Attchd,2004.0,848,0,5,1Story,2804,4,4435,Inside,37.0,0,169.0,BrkFace,120,RM,CollgCr,6,Gable,155900,848.0,140,0,0,2,0,vinyl
559,1104,Av,1.0,3,1,3,3,2,CBlock,1,304.0,Unf,Attchd,1957.0,1788,0,5,1.5Fin,782,3,11250,Inside,68.0,0,0.0,None,50,RL,ClearCr,4,Gable,161500,1104.0,120,0,0,52,1,wood
560,1344,No,0.0,3,6,3,4,1,CBlock,1,525.0,RFn,Basment,1958.0,1344,0,4,SLvl,956,4,14375,CulDSac,68.0,1,541.0,BrkFace,20,RL,Timber,6,Gable,137500,819.0,0,1,0,51,0,wood
561,1128,Mn,0.0,3,1,3,0,0,BrkTil,2,0.0,None,None,0.0,2256,0,2,2Story,187,2,9045,Inside,100.0,0,0.0,None,190,RM,OldTown,5,Gable,76500,840.0,0,1,0,100,1,metal
562,1164,No,0.0,4,6,4,3,1,PConc,2,521.0,Unf,Attchd,1988.0,2060,1,3,2Story,2074,3,10029,Corner,97.0,1,268.0,BrkFace,60,RL,ClearCr,6,Gable,211000,1151.0,0,1,0,19,1,wood
563,1337,No,1.0,4,6,4,0,0,PConc,2,511.0,Fin,Attchd,1998.0,1337,0,5,1Story,1039,4,4060,Inside,34.0,0,0.0,None,120,RH,NAmes,6,Gable,181000,1405.0,144,1,0,10,1,metal
564,1165,Gd,1.0,3,3,3,0,0,CBlock,1,490.0,RFn,Attchd,1966.0,1165,1,3,SLvl,1210,3,9020,Inside,82.0,0,183.0,BrkFace,80,RL,NAmes,6,Gable,174900,1127.0,0,1,0,42,0,wood
565,1320,Av,1.0,3,2,3,2,2,CBlock,1,564.0,RFn,Attchd,1966.0,1320,0,5,SLvl,2710,3,11777,Inside,96.0,1,97.0,BrkFace,80,RL,Sawyer,5,Gable,164500,1164.0,160,1,0,40,0,vinyl
566,1535,No,0.0,4,6,4,0,0,PConc,2,532.0,RFn,Attchd,2004.0,1535,0,5,1Story,44,4,10171,Inside,70.0,1,168.0,BrkFace,20,RL,NridgHt,7,Gable,214000,1517.0,0,0,0,6,0,vinyl
567,1277,Mn,0.0,4,1,3,3,1,CBlock,2,489.0,Unf,Attchd,1980.0,2044,1,3,2Story,1026,3,10400,Inside,80.0,0,280.0,BrkFace,60,RL,NWAmes,7,Gable,185000,738.0,28,1,0,28,1,wood
568,624,No,0.0,3,4,3,0,0,PConc,1,336.0,Unf,Detchd,1990.0,1136,0,5,1.5Fin,1343,3,6240,Inside,52.0,0,0.0,None,50,RM,BrkSide,4,Gable,123000,704.0,0,1,0,79,1,metal
569,1299,Av,1.0,4,6,3,1,1,CBlock,2,486.0,RFn,BuiltIn,1979.0,1299,0,3,SFoyer,2248,4,12150,CulDSac,68.0,1,0.0,None,85,RL,Mitchel,6,Gable,183500,1001.0,84,1,0,28,0,wood
570,764,No,0.0,4,1,4,0,0,PConc,2,492.0,Unf,Detchd,1999.0,1441,1,5,2Story,1849,4,2645,Inside,24.0,0,456.0,BrkFace,160,FV,Somerst,8,Gable,174000,776.0,206,0,0,8,1,metal
571,1630,No,0.0,3,3,3,3,1,CBlock,2,649.0,Unf,Detchd,1953.0,1630,0,3,1Story,2076,3,22692,Inside,68.0,1,0.0,None,20,RL,Edwards,5,Gable,130000,1073.0,0,1,0,54,0,metal
572,832,No,0.0,3,2,3,4,1,BrkTil,1,546.0,Unf,Detchd,1925.0,1641,1,5,2Story,2641,5,9600,Inside,60.0,0,0.0,None,70,RM,OldTown,7,Gable,178000,728.0,0,1,0,81,1,wood
573,928,No,0.0,4,6,3,3,1,PConc,2,482.0,Fin,Attchd,1997.0,1629,1,4,2Story,5,3,13830,Inside,74.0,1,0.0,None,60,RL,Gilbert,5,Gable,189900,928.0,212,1,0,13,1,vinyl
574,848,Av,1.0,4,6,4,0,0,PConc,1,420.0,Fin,Attchd,2003.0,848,0,5,1Story,878,4,4435,Inside,68.0,0,170.0,BrkFace,120,RM,CollgCr,6,Gable,144000,848.0,140,0,0,6,1,vinyl
575,816,Av,0.0,3,5,4,0,0,BrkTil,1,432.0,Unf,Detchd,2002.0,816,0,5,1Story,1548,3,5890,Corner,68.0,0,0.0,None,30,RM,IDOTRR,6,Gable,120500,816.0,0,1,0,78,1,wood
576,1097,No,0.0,4,1,3,0,0,PConc,1,672.0,Unf,Attchd,1995.0,1097,1,5,1Story,841,3,10859,Corner,112.0,0,0.0,None,20,RL,CollgCr,5,Gable,145000,1097.0,392,1,0,15,1,vinyl
577,1652,Av,1.0,4,6,4,0,0,PConc,2,499.0,RFn,Attchd,2000.0,1652,0,5,1Story,1621,5,5330,Inside,41.0,0,0.0,None,120,RL,StoneBr,8,Gable,251000,1494.0,96,1,0,7,0,cemt_agg
578,1768,No,0.0,3,1,3,0,0,CBlock,2,0.0,None,None,0.0,1768,0,3,1Story,218,3,10778,Inside,72.0,0,0.0,None,90,RL,Sawyer,4,Hip,136500,1768.0,0,0,0,42,0,wood
579,1152,None,0.0,0,0,3,0,0,Slab,2,0.0,None,None,0.0,1152,0,3,1Story,1504,3,6845,Inside,74.0,0,58.0,BrkCmn,90,RL,Edwards,4,Gable,82500,0.0,0,0,0,53,0,wood
580,810,None,0.0,0,0,2,0,0,CBlock,1,280.0,Unf,Detchd,1975.0,810,0,3,1Story,946,3,21780,Inside,109.0,0,0.0,None,30,I (all),IDOTRR,2,Gable,57625,0.0,119,1,0,99,1,wood
581,1358,No,1.0,4,6,4,4,1,PConc,2,484.0,RFn,Attchd,2008.0,1358,0,5,1Story,455,4,10307,Inside,80.0,1,176.0,Stone,120,RL,NridgHt,7,Gable,212500,1350.0,192,1,0,2,1,vinyl
582,1216,No,1.0,5,6,3,0,0,PConc,2,402.0,Unf,Attchd,1998.0,1216,0,5,1Story,2906,3,4500,FR2,32.0,0,116.0,BrkFace,120,RM,Mitchel,6,Hip,164000,1216.0,0,1,0,8,0,vinyl
583,967,No,0.0,3,1,3,0,0,CBlock,2,384.0,Unf,Detchd,1957.0,1638,0,4,1.5Fin,2878,4,9060,Inside,75.0,0,327.0,BrkFace,50,RM,IDOTRR,6,Gable,139000,967.0,0,1,0,49,0,metal
584,624,No,1.0,4,4,4,0,0,PConc,2,462.0,Unf,Detchd,1999.0,1252,1,5,2Story,1173,4,2160,Inside,24.0,0,212.0,BrkFace,160,FV,Somerst,7,Gable,160000,600.0,0,1,0,9,1,metal
585,883,Av,1.0,4,6,3,2,1,PConc,1,698.0,Unf,Detchd,1998.0,883,0,3,SFoyer,985,3,7669,Inside,70.0,0,0.0,None,85,RL,Mitchel,5,Gable,149000,828.0,100,1,0,17,1,wood
586,874,No,1.0,3,4,3,0,0,CBlock,1,288.0,RFn,Attchd,1968.0,874,0,3,1Story,975,3,9858,Inside,62.0,0,0.0,None,20,RL,Mitchel,5,Gable,130000,864.0,33,0,0,41,0,wood
587,902,No,0.0,3,1,3,0,0,BrkTil,2,480.0,Unf,Detchd,1990.0,1710,0,4,2Story,202,3,10300,Inside,50.0,1,0.0,None,70,RM,OldTown,7,Gable,140000,576.0,12,1,0,89,1,cemt_agg
588,1836,No,0.0,4,1,4,4,1,PConc,2,517.0,Fin,Attchd,2009.0,1836,0,5,1Story,528,4,8125,Corner,65.0,0,288.0,BrkFace,20,FV,Somerst,8,Hip,264500,1836.0,0,1,0,1,1,vinyl
